[time] [pid], cpuburst
[  377.788380] [Pid:1988], CPUburst : 4171
[  377.859840] [Pid:1989], CPUburst : 122561
[  377.918078] [Pid:1330], CPUburst : 60492
[  378.701072] [Pid:1930], CPUburst : 13355
[  379.000767] [Pid:2004], CPUburst : 63773
[  379.150045] [Pid:1917], CPUburst : 152939
[  379.520274] [Pid:2053], CPUburst : 55529
[  379.532772] [Pid:1776], CPUburst : 78599
[  379.617691] [Pid:2002], CPUburst : 61229
[  380.044382] [Pid:2056], CPUburst : 260211
[  380.044886] [Pid:1338], CPUburst : 76887
[  380.142219] [Pid:1336], CPUburst : 42081
[  380.500932] [Pid:1990], CPUburst : 66893
[  380.541226] [Pid:1734], CPUburst : 60354
[  380.632992] [Pid:1988], CPUburst : 57552
[  380.634860] [Pid:1730], CPUburst : 58376
[  380.739818] [Pid:1180], CPUburst : 943620
[  380.756496] [Pid:1731], CPUburst : 284426
[  380.949938] [Pid:2051], CPUburst : 8882
[  381.081424] [Pid:1357], CPUburst : 365698
[  381.167963] [Pid:1337], CPUburst : 24624
[  381.208222] [Pid:1693], CPUburst : 139721
[  381.233597] [Pid:1330], CPUburst : 3714
[  381.665291] [Pid:1339], CPUburst : 344204
[  381.725153] [Pid:1710], CPUburst : 65552
[  381.837713] [Pid:1921], CPUburst : 152753
[  381.914996] [Pid:2002], CPUburst : 35518
[  381.977378] [Pid:1917], CPUburst : 6791
[  382.215205] [Pid:1776], CPUburst : 109261
[  382.749717] [Pid:1775], CPUburst : 13232
[  383.256977] [Pid:1930], CPUburst : 22122
[  383.450405] [Pid:1336], CPUburst : 2917
[  383.469342] [Pid:1180], CPUburst : 968343
[  383.843625] [Pid:1995], CPUburst : 127503
[  383.854532] [Pid:2025], CPUburst : 49875
[  383.950535] [Pid:1988], CPUburst : 81027
[  383.989076] [Pid:2052], CPUburst : 97146
[  383.995296] [Pid:2050], CPUburst : 18985
[  384.125012] [Pid:1917], CPUburst : 147783
[  384.191897] [Pid:2002], CPUburst : 62792
[  384.315131] [Pid:2000], CPUburst : 63722
[  384.379928] [Pid:1356], CPUburst : 108620
[  384.392689] [Pid:1338], CPUburst : 4910737
[  384.554659] [Pid:1884], CPUburst : 84238
[  384.601563] [Pid:1330], CPUburst : 91423
[  384.616273] [Pid:2008], CPUburst : 38883
[  384.827143] [Pid:1989], CPUburst : 150365
[  384.921430] [Pid:1776], CPUburst : 44311
[  385.081317] [Pid:10], CPUburst : 19005
[  385.194816] [Pid:1759], CPUburst : 295784
[  385.571185] [Pid:1903], CPUburst : 156105
[  385.639002] [Pid:1710], CPUburst : 40165
[  385.737103] [Pid:1763], CPUburst : 124735
[  385.993359] [Pid:2017], CPUburst : 17913
[  385.993637] [Pid:1911], CPUburst : 85243
[  386.354951] [Pid:1693], CPUburst : 60161
[  386.380672] [Pid:2002], CPUburst : 29878
[  386.394555] [Pid:1304], CPUburst : 35769
[  386.525631] [Pid:2053], CPUburst : 25001
[  386.578876] [Pid:1337], CPUburst : 4972536
[  386.771742] [Pid:1734], CPUburst : 27640
[  386.777503] [Pid:1339], CPUburst : 1357742
[  386.951067] [Pid:1988], CPUburst : 83015
[  387.084652] [Pid:1917], CPUburst : 65511
[  387.163726] [Pid:1180], CPUburst : 219279
[  387.620721] [Pid:1776], CPUburst : 72335
[  387.679440] [Pid:2051], CPUburst : 18552
[  387.685431] [Pid:1921], CPUburst : 107887
[  388.210682] [Pid:1336], CPUburst : 110670
[  388.237419] [Pid:1930], CPUburst : 17799
[  388.561449] [Pid:2002], CPUburst : 381100
[  388.622079] [Pid:1731], CPUburst : 368269
[  389.011346] [Pid:2071], CPUburst : 384055
[  389.020784] [Pid:2004], CPUburst : 47728
[  389.021311] [Pid:655], CPUburst : 62902
[  389.156607] [Pid:1330], CPUburst : 241455
[  389.282096] [Pid:1917], CPUburst : 1668365
[  389.334362] [Pid:1774], CPUburst : 51602
[  390.059514] [Pid:1988], CPUburst : 299554
[  390.234575] [Pid:1710], CPUburst : 71540
[  390.242908] [Pid:1338], CPUburst : 1286363
[  390.401541] [Pid:1180], CPUburst : 29121
[  390.413124] [Pid:1995], CPUburst : 11950
[  390.422983] [Pid:1776], CPUburst : 13467
[  390.661485] [Pid:2002], CPUburst : 184427
[  390.894456] [Pid:1836], CPUburst : 18789
[  391.304317] [Pid:1989], CPUburst : 10762
[  392.564053] [Pid:1988], CPUburst : 168780
[  392.642874] [Pid:2002], CPUburst : 174795
[  392.759228] [Pid:1884], CPUburst : 169696
[  392.797086] [Pid:1693], CPUburst : 3007247
[  393.008348] [Pid:1337], CPUburst : 46094
[  393.019505] [Pid:1917], CPUburst : 5894
[  393.032175] [Pid:2025], CPUburst : 43558
[  393.077226] [Pid:2053], CPUburst : 6413
[  393.078891] [Pid:1776], CPUburst : 8855
[  393.539429] [Pid:1713], CPUburst : 162213
[  393.601820] [Pid:1711], CPUburst : 8218
[  393.839749] [Pid:1339], CPUburst : 346247
[  393.890601] [Pid:1336], CPUburst : 32284
[  393.907439] [Pid:1775], CPUburst : 15434
[  393.964722] [Pid:1180], CPUburst : 36712
[  394.136576] [Pid:1921], CPUburst : 47247
[  394.195241] [Pid:1330], CPUburst : 1605593
[  394.224109] [Pid:2051], CPUburst : 25175
[  394.258688] [Pid:2000], CPUburst : 42443
[  394.263119] [Pid:1693], CPUburst : 40405
[  394.263825] [Pid:1734], CPUburst : 18003
[  394.846080] [Pid:2002], CPUburst : 162089
[  394.847948] [Pid:1990], CPUburst : 218304
[  395.115872] [Pid:1911], CPUburst : 229386
[  395.245451] [Pid:1988], CPUburst : 90812
[  395.606733] [Pid:1356], CPUburst : 79715
[  395.773256] [Pid:2008], CPUburst : 130246
[  395.774232] [Pid:1776], CPUburst : 12168
[  396.046905] [Pid:1710], CPUburst : 130872
[  396.229708] [Pid:1917], CPUburst : 4172
[  396.247923] [Pid:1724], CPUburst : 11096
[  396.343230] [Pid:1924], CPUburst : 35644
[  396.362653] [Pid:1693], CPUburst : 327307
[  396.807627] [Pid:1995], CPUburst : 14578
[  396.838949] [Pid:2002], CPUburst : 62705
[  397.356126] [Pid:1921], CPUburst : 65756
[  397.458873] [Pid:2095], CPUburst : 1278
[  397.500112] [Pid:1693], CPUburst : 90745
[  397.504669] [Pid:1357], CPUburst : 238865
[  397.698534] [Pid:1734], CPUburst : 20087
[  397.753943] [Pid:1917], CPUburst : 47578
[  397.846365] [Pid:1930], CPUburst : 42377
[  397.885599] [Pid:1710], CPUburst : 69887
[  397.938146] [Pid:1989], CPUburst : 7559
[  398.152440] [Pid:1988], CPUburst : 110634
[  398.211403] [Pid:1693], CPUburst : 35871
[  398.254626] [Pid:1870], CPUburst : 1068960
[  398.306426] [Pid:2004], CPUburst : 48803
[  398.320407] [Pid:2096], CPUburst : 1551
[  398.331044] [Pid:1180], CPUburst : 43947
[  398.370574] [Pid:1724], CPUburst : 11910
[  398.395210] [Pid:1730], CPUburst : 88368
[  398.429115] [Pid:1731], CPUburst : 530632
[  398.477493] [Pid:2052], CPUburst : 49880
[  398.505201] [Pid:1776], CPUburst : 50372
[  398.762934] [Pid:1693], CPUburst : 192986
[  398.877487] [Pid:1881], CPUburst : 167134
[  398.941356] [Pid:2050], CPUburst : 178882
[  399.020916] [Pid:259], CPUburst : 16920
[  399.022083] [Pid:2056], CPUburst : 527920
[  399.036278] [Pid:2002], CPUburst : 91835
[  399.768449] [Pid:2053], CPUburst : 20606
[  400.273722] [Pid:2017], CPUburst : 40263
[  400.728872] [Pid:1988], CPUburst : 108783
[  400.871947] [Pid:1884], CPUburst : 125601
[  400.972449] [Pid:2002], CPUburst : 152430
[  401.142557] [Pid:2051], CPUburst : 192690
[  401.227367] [Pid:1776], CPUburst : 258892
[  402.018601] [Pid:1903], CPUburst : 166536
[  402.266561] [Pid:2025], CPUburst : 80296
[  402.803305] [Pid:2002], CPUburst : 20506
[  402.985660] [Pid:1921], CPUburst : 128330
[  403.073383] [Pid:1988], CPUburst : 47359
[  403.172500] [Pid:1917], CPUburst : 41750
[  403.421784] [Pid:1710], CPUburst : 48616
[  403.434733] [Pid:1995], CPUburst : 11652
[  403.978806] [Pid:1776], CPUburst : 135770
[  404.097031] [Pid:1911], CPUburst : 125180
[  404.097515] [Pid:2000], CPUburst : 209566
[  404.185153] [Pid:1989], CPUburst : 12632
[  404.945454] [Pid:2002], CPUburst : 214248
[  405.167276] [Pid:1775], CPUburst : 48154
[  405.169270] [Pid:1988], CPUburst : 72932
[  406.121048] [Pid:2053], CPUburst : 154295
[  406.660361] [Pid:1776], CPUburst : 19985
[  406.833054] [Pid:2002], CPUburst : 66483
[  406.836004] [Pid:2004], CPUburst : 74668
[  407.194698] [Pid:2051], CPUburst : 59465
[  407.533431] [Pid:1356], CPUburst : 368121
[  407.876032] [Pid:1988], CPUburst : 156714
[  408.155855] [Pid:1330], CPUburst : 50743
[  408.312325] [Pid:1338], CPUburst : 204626
[  408.319441] [Pid:1917], CPUburst : 790816
[  408.398851] [Pid:2008], CPUburst : 119869
[  408.472100] [Pid:1884], CPUburst : 46944
[  408.691586] [Pid:1180], CPUburst : 915587
[  408.998620] [Pid:1337], CPUburst : 302006
[  409.032052] [Pid:2002], CPUburst : 33238
[  409.048348] [Pid:1734], CPUburst : 18265
[  409.062592] [Pid:1930], CPUburst : 6127
[  409.099324] [Pid:2015], CPUburst : 13069
[  409.234900] [Pid:1990], CPUburst : 89559
[  409.372092] [Pid:1776], CPUburst : 159380
[  409.505628] [Pid:1917], CPUburst : 112203
[  409.737092] [Pid:1989], CPUburst : 77365
[  409.994061] [Pid:1995], CPUburst : 33383
[  410.454053] [Pid:2025], CPUburst : 31962
[  410.578295] [Pid:1988], CPUburst : 4652
[  410.820970] [Pid:2056], CPUburst : 2899
[  410.901161] [Pid:2002], CPUburst : 89525
[  410.939193] [Pid:10], CPUburst : 55805
[  412.292211] [Pid:1776], CPUburst : 95380
[  412.395949] [Pid:2050], CPUburst : 30359
[  412.766602] [Pid:2053], CPUburst : 350366
[  413.033542] [Pid:2002], CPUburst : 6411
[  413.152724] [Pid:1988], CPUburst : 8499
[  413.517612] [Pid:1911], CPUburst : 430051
[  413.675461] [Pid:2051], CPUburst : 107625
[  413.802823] [Pid:2052], CPUburst : 234149
[  413.815157] [Pid:2000], CPUburst : 243533
[  413.932332] [Pid:1357], CPUburst : 201926
[  414.110653] [Pid:2004], CPUburst : 264291
[  414.643391] [Pid:2017], CPUburst : 74760
[  414.737357] [Pid:1776], CPUburst : 36888
[  415.109301] [Pid:2002], CPUburst : 94318
[  415.436267] [Pid:1988], CPUburst : 193902
[  415.573697] [Pid:1884], CPUburst : 278202
[  416.104206] [Pid:1989], CPUburst : 16341
[  416.351625] [Pid:1995], CPUburst : 45607
[  416.528317] [Pid:1775], CPUburst : 125104
[  417.026771] [Pid:2002], CPUburst : 2186
[  417.165856] [Pid:1710], CPUburst : 76128
[  417.337818] [Pid:1693], CPUburst : 236441
[  417.359377] [Pid:1336], CPUburst : 16997
[  417.473574] [Pid:1776], CPUburst : 286611
[  417.896273] [Pid:1988], CPUburst : 97722
[  418.074339] [Pid:49], CPUburst : 9667
[  418.330262] [Pid:2025], CPUburst : 20981
[  418.415551] [Pid:1903], CPUburst : 102821
[  419.245678] [Pid:1339], CPUburst : 813068
[  419.307585] [Pid:2002], CPUburst : 63124
[  419.311033] [Pid:2053], CPUburst : 82793
[  419.430298] [Pid:1917], CPUburst : 664353
[  419.759501] [Pid:1356], CPUburst : 57549
[  419.779178] [Pid:2056], CPUburst : 412114
[  419.988177] [Pid:1921], CPUburst : 16244
[  420.042638] [Pid:2051], CPUburst : 55853
[  420.165115] [Pid:1776], CPUburst : 26765
[  420.189039] [Pid:1881], CPUburst : 60563
[  420.547228] [Pid:1988], CPUburst : 328265
[  420.845462] [Pid:2008], CPUburst : 98198
[  421.167987] [Pid:2002], CPUburst : 82634
[  421.185301] [Pid:1330], CPUburst : 78635
[  421.279790] [Pid:1731], CPUburst : 1600387
[  421.599990] [Pid:2004], CPUburst : 129368
[  421.911374] [Pid:1180], CPUburst : 1003599
[  422.434751] [Pid:1930], CPUburst : 73796
[  422.437878] [Pid:1338], CPUburst : 331418
[  422.586340] [Pid:1911], CPUburst : 77675
[  422.807042] [Pid:1337], CPUburst : 9211
[  422.842436] [Pid:1776], CPUburst : 11888
[  422.916207] [Pid:1989], CPUburst : 14609
[  423.159525] [Pid:1917], CPUburst : 383583
[  423.179007] [Pid:1995], CPUburst : 391459
[  423.275968] [Pid:1884], CPUburst : 92785
[  423.395401] [Pid:2002], CPUburst : 651750
[  423.397121] [Pid:1988], CPUburst : 553550
[  424.085591] [Pid:2000], CPUburst : 532938
[  424.115307] [Pid:1990], CPUburst : 112711
[  424.265905] [Pid:1734], CPUburst : 35921
[  425.091273] [Pid:1336], CPUburst : 217052
[  425.492897] [Pid:2002], CPUburst : 400583
[  425.679607] [Pid:1710], CPUburst : 127622
[  425.785802] [Pid:1776], CPUburst : 10326
[  426.150010] [Pid:1693], CPUburst : 141778
[  426.388073] [Pid:2053], CPUburst : 37574
[  426.522900] [Pid:1988], CPUburst : 55022
[  426.773025] [Pid:1180], CPUburst : 83455
[  426.989021] [Pid:1917], CPUburst : 116183
[  427.025748] [Pid:2025], CPUburst : 13433
[  427.043563] [Pid:2051], CPUburst : 7716
[  427.097661] [Pid:1330], CPUburst : 179552
[  427.221401] [Pid:1339], CPUburst : 19721
[  427.337283] [Pid:2050], CPUburst : 134345
[  427.687232] [Pid:2002], CPUburst : 102724
[  428.022472] [Pid:1775], CPUburst : 161333
[  428.028818] [Pid:1693], CPUburst : 313177
[  428.158086] [Pid:1921], CPUburst : 32567
[  428.373400] [Pid:1776], CPUburst : 17652
[  428.503826] [Pid:1988], CPUburst : 83273
[  428.572674] [Pid:2095], CPUburst : 3606
[  428.835693] [Pid:1710], CPUburst : 49597
[  428.931055] [Pid:1917], CPUburst : 322640
[  428.959500] [Pid:2052], CPUburst : 42419
[  429.033787] [Pid:1693], CPUburst : 232527
[  429.077823] [Pid:2017], CPUburst : 18998
[  429.248866] [Pid:2100], CPUburst : 9950
[  429.449787] [Pid:1180], CPUburst : 51901
[  429.484389] [Pid:1921], CPUburst : 24394
[  429.702292] [Pid:1989], CPUburst : 55161
[  429.720527] [Pid:2002], CPUburst : 67025
[  429.870630] [Pid:1734], CPUburst : 40978
[  429.896541] [Pid:1924], CPUburst : 23863
[  429.954328] [Pid:1917], CPUburst : 540099
[  430.031815] [Pid:2096], CPUburst : 2180
[  430.245125] [Pid:1995], CPUburst : 187905
[  430.282749] [Pid:1693], CPUburst : 27356
[  430.290100] [Pid:1724], CPUburst : 14816
[  430.322982] [Pid:1710], CPUburst : 51759
[  430.484271] [Pid:1357], CPUburst : 176375
[  430.578105] [Pid:1730], CPUburst : 98802
[  430.602390] [Pid:2095], CPUburst : 1622
[  430.710188] [Pid:1693], CPUburst : 281217
[  430.839791] [Pid:1917], CPUburst : 1445468
[  430.953275] [Pid:1921], CPUburst : 28695
[  430.953434] [Pid:2096], CPUburst : 1856
[  431.019396] [Pid:1776], CPUburst : 38758
[  431.251262] [Pid:1356], CPUburst : 18395
[  431.427579] [Pid:2004], CPUburst : 109637
[  431.431714] [Pid:1693], CPUburst : 61508
[  431.467231] [Pid:1731], CPUburst : 25671
[  431.506895] [Pid:1920], CPUburst : 30970
[  431.617786] [Pid:1988], CPUburst : 64940
[  431.652943] [Pid:1884], CPUburst : 33036
[  431.817755] [Pid:1933], CPUburst : 11255
[  431.820109] [Pid:1917], CPUburst : 281618
[  431.884016] [Pid:2002], CPUburst : 65826
[  432.084478] [Pid:2008], CPUburst : 31132
[  432.138080] [Pid:1180], CPUburst : 919865
[  432.212108] [Pid:1338], CPUburst : 122969
[  432.274090] [Pid:1930], CPUburst : 10895
[  432.335288] [Pid:1337], CPUburst : 9066
[  432.370631] [Pid:1710], CPUburst : 42814
[  432.487145] [Pid:1330], CPUburst : 153109
[  432.519171] [Pid:1911], CPUburst : 71032
[  432.556035] [Pid:1336], CPUburst : 478142
[  432.557409] [Pid:1711], CPUburst : 19377
[  433.035620] [Pid:1917], CPUburst : 1024277
[  433.088145] [Pid:2053], CPUburst : 7880
[  433.470999] [Pid:1903], CPUburst : 77478
[  433.533382] [Pid:1693], CPUburst : 13545
[  433.667063] [Pid:2051], CPUburst : 14072
[  433.676142] [Pid:1921], CPUburst : 539763
[  433.750958] [Pid:1776], CPUburst : 35173
[  433.793111] [Pid:1180], CPUburst : 128505
[  433.842173] [Pid:2000], CPUburst : 19777
[  433.914884] [Pid:1339], CPUburst : 7403
[  434.150847] [Pid:2002], CPUburst : 51817
[  434.223297] [Pid:1734], CPUburst : 23902
[  434.388557] [Pid:1917], CPUburst : 220099
[  434.575961] [Pid:1330], CPUburst : 5823
[  434.727643] [Pid:1988], CPUburst : 165946
[  434.996242] [Pid:10], CPUburst : 17626
[  435.042066] [Pid:2025], CPUburst : 80352
[  435.428992] [Pid:1693], CPUburst : 102560
[  435.795092] [Pid:1710], CPUburst : 49306
[  436.149819] [Pid:2002], CPUburst : 23196
[  436.154907] [Pid:1338], CPUburst : 19348
[  436.158159] [Pid:1989], CPUburst : 81304
[  436.267376] [Pid:1917], CPUburst : 903745
[  436.379236] [Pid:1776], CPUburst : 24814
[  436.574258] [Pid:1180], CPUburst : 471355
[  436.662382] [Pid:1881], CPUburst : 127168
[  436.751465] [Pid:1930], CPUburst : 30999
[  436.952216] [Pid:1988], CPUburst : 46500
[  437.133103] [Pid:1995], CPUburst : 54050
[  437.788814] [Pid:2056], CPUburst : 286831
[  437.916929] [Pid:1731], CPUburst : 722600
[  438.331986] [Pid:1337], CPUburst : 8698
[  438.352365] [Pid:2002], CPUburst : 63071
[  438.932795] [Pid:1917], CPUburst : 128211
[  439.010397] [Pid:1330], CPUburst : 476767
[  439.118536] [Pid:1990], CPUburst : 13810
[  439.259878] [Pid:1776], CPUburst : 126702
[  439.268587] [Pid:1921], CPUburst : 194226
[  439.721673] [Pid:1988], CPUburst : 26404
[  439.747827] [Pid:1775], CPUburst : 81271
[  440.071198] [Pid:1336], CPUburst : 155348
[  440.230335] [Pid:2053], CPUburst : 141768
[  440.565090] [Pid:2002], CPUburst : 34297
[  440.712424] [Pid:2051], CPUburst : 9555
[  440.773138] [Pid:1884], CPUburst : 50441
[  440.989588] [Pid:1693], CPUburst : 396348
[  441.063540] [Pid:1917], CPUburst : 9096
[  441.233297] [Pid:1180], CPUburst : 1338806
[  441.281731] [Pid:1734], CPUburst : 42616
[  441.306710] [Pid:1930], CPUburst : 5631
[  441.358496] [Pid:1339], CPUburst : 15425
[  441.466522] [Pid:1710], CPUburst : 74287
[  441.612822] [Pid:2004], CPUburst : 65808
[  441.912813] [Pid:1776], CPUburst : 9283
[  442.326565] [Pid:1988], CPUburst : 160500
[  442.612589] [Pid:2002], CPUburst : 721992
[  442.745309] [Pid:1911], CPUburst : 116649
[  442.833779] [Pid:2025], CPUburst : 23921
[  442.878100] [Pid:2015], CPUburst : 250935
[  443.080524] [Pid:2050], CPUburst : 20057
[  443.150839] [Pid:1989], CPUburst : 7594
[  443.151174] [Pid:593], CPUburst : 9557
[  443.445844] [Pid:1917], CPUburst : 178516
[  444.083225] [Pid:2000], CPUburst : 129540
[  444.141696] [Pid:1988], CPUburst : 26871
[  444.414874] [Pid:1995], CPUburst : 56849
[  444.536346] [Pid:1776], CPUburst : 262990
[  444.587183] [Pid:2052], CPUburst : 264953
[  444.599687] [Pid:2017], CPUburst : 123662
[  444.626331] [Pid:2002], CPUburst : 149320
[  444.910279] [Pid:1356], CPUburst : 86733
[  444.944160] [Pid:2008], CPUburst : 137431
[  445.535109] [Pid:1930], CPUburst : 10032
[  446.076545] [Pid:1988], CPUburst : 85819
[  446.368081] [Pid:2053], CPUburst : 21978
[  446.825377] [Pid:2002], CPUburst : 343709
[  446.948903] [Pid:2051], CPUburst : 319646
[  447.109477] [Pid:1357], CPUburst : 405614
[  447.178118] [Pid:1776], CPUburst : 60286
[  447.743848] [Pid:1988], CPUburst : 24568
[  448.259201] [Pid:1884], CPUburst : 496293
[  448.352383] [Pid:1917], CPUburst : 1613647
[  448.676338] [Pid:2004], CPUburst : 40580
[  448.676591] [Pid:2056], CPUburst : 2833
[  448.959441] [Pid:1903], CPUburst : 77512
[  449.127136] [Pid:1989], CPUburst : 9787
[  449.142126] [Pid:2002], CPUburst : 91360
[  449.409465] [Pid:2025], CPUburst : 20424
[  449.786462] [Pid:1988], CPUburst : 2950
[  449.955870] [Pid:1776], CPUburst : 23089
[  450.831615] [Pid:1995], CPUburst : 109489
[  450.983489] [Pid:1775], CPUburst : 610456
[  451.155566] [Pid:2002], CPUburst : 71601
[  451.653222] [Pid:1921], CPUburst : 262617
[  451.655766] [Pid:1930], CPUburst : 18674
[  451.671952] [Pid:1988], CPUburst : 244653
[  452.003361] [Pid:1911], CPUburst : 6211
[  452.314518] [Pid:1710], CPUburst : 53589
[  452.664894] [Pid:2053], CPUburst : 80624
[  452.667643] [Pid:1917], CPUburst : 2491
[  452.693344] [Pid:1776], CPUburst : 70127
[  452.767235] [Pid:1330], CPUburst : 1112892
[  452.871507] [Pid:1734], CPUburst : 41374
[  453.039351] [Pid:2002], CPUburst : 43536
[  453.275214] [Pid:2051], CPUburst : 100762
[  453.978595] [Pid:2000], CPUburst : 403176
[  454.410142] [Pid:1988], CPUburst : 99163
[  454.640250] [Pid:1917], CPUburst : 57604
[  454.748604] [Pid:1990], CPUburst : 127717
[  454.762137] [Pid:2004], CPUburst : 106594
[  454.853451] [Pid:1304], CPUburst : 35936
[  454.865933] [Pid:1930], CPUburst : 10784
[  454.872264] [Pid:1192], CPUburst : 155263
[  454.945047] [Pid:1], CPUburst : 21641
[  455.017347] [Pid:1180], CPUburst : 75908
[  455.077085] [Pid:1337], CPUburst : 64390
[  455.211218] [Pid:1693], CPUburst : 20532
[  455.216961] [Pid:2002], CPUburst : 404728
[  455.376149] [Pid:1776], CPUburst : 80061
[  455.393743] [Pid:1338], CPUburst : 6174907
[  455.467706] [Pid:1989], CPUburst : 24296
[  455.934522] [Pid:1884], CPUburst : 276687
[  455.994836] [Pid:21], CPUburst : 15453
[  456.232013] [Pid:1336], CPUburst : 63502
[  456.433830] [Pid:1917], CPUburst : 1762548
[  456.673663] [Pid:1356], CPUburst : 54834
[  457.020588] [Pid:2056], CPUburst : 262389
[  457.052758] [Pid:1988], CPUburst : 50227
[  457.109668] [Pid:1930], CPUburst : 10055
[  457.129415] [Pid:1995], CPUburst : 36299
[  457.183248] [Pid:2025], CPUburst : 16046
[  457.364092] [Pid:1710], CPUburst : 106873
[  457.473278] [Pid:2002], CPUburst : 22272
[  457.544258] [Pid:1330], CPUburst : 312721
